time,frequency,confidence
9.350,130.009,0.707980
9.360,123.807,0.641562
9.370,117.242,0.629052
9.380,111.040,0.720817
9.390,107.122,0.770043
9.400,104.663,0.783899
9.410,52.056,0.791311
9.420,51.821,0.666412
9.430,102.405,0.305029
9.440,101.661,0.357937
9.450,100.750,0.447331
9.460,99.985,0.145400
9.470,271.926,0.053551
9.480,216.677,0.187490
9.490,36.319,0.187262
9.500,221.122,0.071072
9.510,221.882,0.039406
9.520,164.557,0.052371
9.530,152.681,0.079170
9.540,135.204,0.055425
9.550,138.276,0.023357
9.560,32.817,0.054491
9.570,929.654,0.068893
9.580,1781.365,0.087953
9.590,1690.506,0.119393
9.600,1675.292,0.084264
9.610,1757.129,0.077193
9.620,1331.250,0.059825
9.630,1323.405,0.151280
9.640,1332.490,0.448798
9.650,1343.192,0.523457
9.660,1332.324,0.318547
9.670,1330.094,0.403243
9.680,1368.311,0.247098
9.690,1375.958,0.090966
9.700,35.582,0.050907
9.710,41.914,0.046114
9.720,35.634,0.039212
9.730,1390.845,0.108087
9.740,244.048,0.108846
9.750,218.148,0.419485
9.760,220.969,0.512167
9.770,222.032,0.522299
9.780,221.115,0.523308
9.790,215.580,0.623727
9.800,213.819,0.615488
9.810,207.863,0.494922
9.820,207.680,0.306437
9.830,413.922,0.279668
9.840,234.525,0.329025
9.850,234.889,0.493487
9.860,234.828,0.275142
9.870,216.176,0.268462
9.880,217.938,0.338989
9.890,221.083,0.243022
9.900,240.358,0.365248
9.910,239.343,0.436178
9.920,243.376,0.475241
9.930,247.912,0.461839
9.940,247.581,0.620345
9.950,248.450,0.826033
9.960,248.527,0.855880
9.970,246.319,0.708990
9.980,242.645,0.733146
9.990,242.207,0.535313
10.000,498.266,0.252779
